"province","district","ward","id","code","name","address","email","latitude","longitude"
"Kiên Giang","Huyện Kiên Lương","Thị trấn Kiên Lương",1407,"1407","Bưu Cục 05 Huyền Trân Công Chúa-Kiên Lương-Kiên Giang","Số 5 Huyền Trân Công Chúa , KP ngã ba , thị trấn Kiên Lương , Kiên Giang","",10.285623,104.643431
"Hải Dương","Huyện Kim Thành","Thị trấn Phú Thái",1428,"1428","Bưu Cục Kim Thành-Hải Dương","86 Thống Nhất, TT Phú Thái, huyện Kim Thành, tỉnh Hải Dương","",20.9208533,106.5169665
"Kon Tum","Thành phố Kon Tum","Phường Quang Trung",1184,"1184","Bưu Cục TP.Kon Tum","Số 02 - Tuệ Tĩnh - P.Quang Trung -TP Kon Tum - Tỉnh Kon Tum","",14.367649,107.993544
"Hà Tĩnh","Thị xã Kỳ Anh","Phường Kỳ Thịnh",1308,"1308","Bưu Cục Kỳ Trinh-Kỳ Anh-Hà Tĩnh","TDP Đông Trinh, phường Kỳ Trinh, Thị xã Kỳ Anh, tỉnh Hà Tĩnh","",18.048278,105.880361
"Lai Châu","Thành phố Lai Châu","Phường Tân Phong",1204,"1204","Bưu Cục TP.Lai Châu","476 đường Trần Hưng Đạo, phường Quyết Tiến, thành phố Lai Châu, tỉnh Lai Châu","",22.3828278,103.4717695
"Lạng Sơn","Huyện Cao Lộc","Thị trấn Cao Lộc",1212,"1212","Bưu Cục 35 Lục Giàng-Cao Lộc-Lạng Sơn","Số 35 Lục Giàng, TT Cao Lộc, H Cao Lộc, Tỉnh Lạng Sơn","",21.857148,106.7619874
"Lào Cai","Thành phố Lào Cai","Phường Cốc Lếu",1217,"1217","Bưu Cục 19 Phú Thịnh-TP.Lào Cai 01","102 Hoàng Liên, Phường Cốc Lếu, TP. Lào Cai, Tỉnh Lào Cai","",22.471016,103.9821682
"Phú Thọ","Huyện Lâm Thao","Xã Kinh Kệ",1512,"1512","Bưu Cục Lâm Thao-Phú Thọ","Khu 3, xã Kinh Kệ, huyện Lâm Thao, tỉnh Phú Thọ","",21.2921844,105.2753737
"Vĩnh Phúc","Huyện Sông Lô","Xã Yên Thạch",1401,"1401","Bưu Cục Sông Lô-Vĩnh Phúc","Thôn Minh Khai, xã Yên Thạch, huyện Sông Lô, tỉnh Vĩnh Phúc","",21.4001806,105.4519043
"Sơn La","Huyện Mai Sơn","Thị trấn Hát Lót",1513,"1513","Bưu Cục 724 Tô Hiệu-Mai Sơn-Sơn La","Số nhà 724, Tô Hiệu, thị trấn Hát Lót, huyện Mai Sơn, tỉnh Sơn La","",21.1768947,104.1225656
"","","",1275,"1275","Bưu Cục Mỹ Đức-HN","Số 5 Văn Giang, Thị trấn Đại Nghĩa, Huyện Mỹ Đức, TP. Hà Nội","",20.6847875,105.7469273
"Hưng Yên","Huyện Mỹ Hào","Xã Phùng Chí Kiên",1373,"1373","Bưu Cục Mỹ Hào-Hưng Yên","Tổ dân phố Tứ Mỹ, Phường Phùng Chí Kiên, Thị xã Mỹ Hào, Tỉnh Hưng Yên","",20.9197587,106.0962113
"Tiền Giang","Thành phố Mỹ Tho","Phường 5",1199,"1199","Bưu Cục 206 A Đoàn Thị Nghiệp-Mỹ Tho-Tiền Giang 01","206 A Đoàn Thị Nghiệp Phường 5 TP Mỹ Tho Tỉnh Tiền Giang","",10.3635225,106.3426538
"Sóc Trăng","Thành phố Sóc Trăng","Phường 2",1408,"1408","Bưu Cục Mỹ Xuyên-Sóc Trăng","1","",9.599353,105.959133
"Nam Định","Thành phố Nam Định","Xã Lộc Hòa",1137,"1137","Bưu Cục 693 Điện Biên-TP.Nam Định 01","Xóm 3 Tân An, xã Lộc Hòa, TP. Nam Định, Tỉnh Nam Định","",20.433319,106.150691
"Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương",1296,"1296","Bưu Cục 124 Trịnh Văn Bô-Q.Nam Từ Liêm-HN","Tổ dân phố số 3, Phố Trịnh Văn Bô, P.Xuân Phương, Q.Nam Từ Liêm, TP Hà Nội","",21.033962,105.754019
"Ninh Bình","Thành phố Ninh Bình","Phường Tân Thành",1135,"1135","Bưu Cục 111 Xuân Thành-Ninh Bình-Ninh Bình 01","111, đường Xuân Thành,P.Tân Thành,TP.Ninh Bình,T.Ninh Bình","",20.260664,105.9661904
"Hồ Chí Minh","Huyện Nhà Bè","Xã Nhơn Đức",1334,"1334","Bưu Cục 785C Nguyễn Bình-Nhà Bè-HCM","785C Nguyễn Bình, Ấp 2, Xã Nhơn Đức H Nhà Bè","",10.6732006,106.7094557
"Khánh Hòa","Thành phố Nha Trang","Phường Phước Long",1072,"1072","Bưu Cục 03 Cù Chính Lan-Nha Trang-Khánh Hòa","Số 3 Cù Chính Lan , Phường phước long , Thành Phố Nha Trang","",10.7695274,106.6636276
"Đồng Nai","Huyện Nhơn Trạch","Xã Phú Hội",1397,"1397","Bưu Cục 124 Lý Thái Tổ-Nhơn Trạch-Đồng Nai 01","124 đường Lý Thái Tổ, ấp Phú Mỹ 2, xã Phú Hội, H Nhơn Trạch, tỉnh Đồng Nai","",10.7538423,106.9133707
"Cần Thơ","Quận Ô Môn","Phường Thới Hòa",1236,"1236","Bưu Cục 1190 QL91-Q.Ô Môn-Cần Thơ","1190 QL91, KV Hòa Thạnh, P.Thới Hòa, Q.Ô Môn, Thành phố.Cần Thơ","",10.112445,105.614064
"Bình Định","Thành phố Quy Nhơn","Phường Nhơn Phú",1186,"1186","Bưu Cục Quy Nhơn-Bình Định","Đường Tây sơn , tổ 2 Khu vực 7 P.Nhơn phú, Thành phố.Quy Nhơn, Bình Định","",13.785933,109.178804
"Nghệ An","Huyện Quỳnh Lưu","Xã Quỳnh Thạch",1316,"1316","Bưu Cục Quỳnh Lưu-Nghệ An","Xóm 9, Xã Quỳnh Thạch, Huyện Quỳnh Lưu, Tỉnh Nghệ An","",19.183625,105.662097
"Kiên Giang","Thành phố Rạch Giá","Phường An Hòa",1172,"1172","Bưu Cục 04 Trần Quang Khải-Rạch Giá-Kiên Giang","4 Trần Quang Khải, P. An Hoà, Rạch Giá, tỉnh Kiên Giang","",9.989638,105.093048
"Lào Cai","Huyện Sa Pa","Thị trấn Sa Pa",1498,"1498","Bưu Cục 233 Điện Biên Phủ-Sa Pa-Lào Cai","Tổ 01 thị trấn Sapa, huyện Sapa, tỉnh Lào Cai","",22.345278,103.856871
"Thanh Hóa","Thành phố Thanh Hóa","Phường Quảng Hưng",1439,"1439","Bưu Cục Quảng Hưng-TP.Thanh Hóa","Phố 1, phường Quảng Hưng, TP. Thanh Hóa, tỉnh Thanh Hóa","",19.7904704,105.7977769
"Phú Yên","Thành phố Tuy Hòa","Phường 3",1188,"1188","Bưu Cục 86 Lê Lợi-Tuy Hòa-Phú Yên 01","96 Lê Lợi, Phường 3, TP.Tuy Hòa, Phú Yên","",13.087874,109.303062
"Hải Phòng","Huyện Thủy Nguyên","Xã Thuỷ Đường",1374,"1374","Bưu Cục Thủy Nguyên-Hải Phòng","Thôn Bấc 1, Thủy Đường, huyện Thủy Nguyên, Thành phố Hải Phòng (Khu Mã Chiến)","",20.921999,106.6809384
"","","",1287,"1287","Bưu cục Thắng Lợi-Thường Tín-HN","Thôn Khoái Cầu, Xã Thắng Lợi, Huyện Thường Tín, Thành phố Hà Nội","",20.822871,105.882371
"Trà Vinh","Thành phố Trà Vinh","Phường 5",1178,"1178","Bưu Cục 139 Lò Hột-TP.Trà Vinh","139 Lò Hột, Khóm 1, Phường 5, TP.Trà Vinh, Tỉnh Trà Vinh","",9.9378423,106.3474846
"Tây Ninh","Huyện Trảng Bàng","Thị trấn Trảng Bàng",1437,"1437","Bưu Cục 48 Đường 30/4-Trảng Bàng-Tây Ninh","48 Đường 304 KP Gia Huỳnh Thị Trấn Trảng Bàng ,Tây Ninh","",11.03482,106.361639
"Nam Định","Huyện Trực Ninh","Xã Trực Nội",1441,"1441","Bưu Cục Trực Ninh-Nam Định","Trực Nội, Trực Ninh, Nam Định","",20.2537317,106.2230461
"Bắc Giang","Huyện Việt Yên","Thị trấn  Bích Động",1406,"1406","Bưu Cục Việt Yên-Bắc Giang","Khu dân cư thương mại, xã Bích Động, huyện Việt Yên, tỉnh Bắc Giang","",21.2795571,106.0881204
"Nam Định","Huyện Vụ Bản","Xã Minh Tân",1510,"1510","Bưu Cục Vụ Bản-Nam Định","Thôn Thượng, Xã Minh Tân, Huyện Vụ Bản, Tỉnh Nam Định","",20.368971,106.066618
"Bà Rịa - Vũng Tàu","Huyện Xuyên Mộc","Thị trấn Phước Bửu",1433,"1433","Bưu Cục Xuyên Mộc-Bà Rịa Vũng Tàu","Khu phố Xóm Rẫy, Phước Bửu , H Xuyên Mộc , Tỉnh Bà Rịa - Vũng Tàu","",10.5247562,107.4007476
"Ninh Bình","Huyện Yên Khánh","Thị trấn Yên Ninh",1511,"1511","Bưu Cục Yên Khánh-Ninh Bình","Thị trấn Yên Ninh, Huyện Yên Khánh, Tỉnh Ninh Bình","",20.1837807,106.0656433
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1324,"HCM-Station-252MinhPhung","HCM-Station-252MinhPhung","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1358,"KhoVatTuHCM","KhoVatTuHCM","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1052,"1052","Khu vực Bắc Bộ","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1095,"KVCanTho","Khu vực Cần Thơ","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1057,"1057","Khu vực Đà Nẵng","Ngũ Hành Sơn, Đà Nẵng","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1191,"Ninh Thuận","Ninh Thuận","Ninh thuận","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1130,"NgheAn","Nghệ An","Nghệ An","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1239,"PhuMy","Phú Mỹ","Phú Mỹ","",1.421576e-9,1.0911666e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1110,"PhuTho","Phú Thọ","Phú Thọ","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1187,"PhuYen","Phú Yên","Phú yên","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1125,"QuangBinh","Quảng Bình","Quảng bình","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1150,"QuangNam","Quảng Nam","Quảng Nam","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1111,"QuangNinh","Quảng Ninh","Quảng Ninh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1127,"QuangTri","Quảng Trị","Quảng Trị","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1343,"RISK_HN_HANGCANXULY","RISK - Hà Nội - Hàng cần Xử Lý","32 Hai Ba Trung, Ha Nội","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1350,"RISK_CHO_XAC_NHAN","Risk - Hàng chờ xác nhận","70 Lu gia, Ho chi Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1351,"RISK_HANG_HU_HONG","Risk - Hàng hư hỏng","70 Lu gia, Ho chi Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1348,"RISK_QUA_HAN_DEN_BU","Risk - Hàng quá hạn đền bù","70 Lu gia, Ho chi Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1347,"RISK_TRA_KO_THANH_CONG","Risk - Hàng trả không thành công","70 Lu gia, Ho chi Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1344,"RISK_HCM_HANGCANXULY","RISK - HCM - Hàng cần Xử Lý","70 Lu Gia, Quận 11, Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1349,"RISK_MAT_HANG","Risk - Mất hàng","70 Lu gia, Ho chi Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1387,"SGN REVERT","SGN REVERT","1","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1232,"ShopTreTho","Shop Trẻ Thơ Đống Đa","133 Thái Hà, Đống Đa, Hà Nội","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1259,"SocTrangtp","Sóc Trăng","sóc trăng","",9.60037,105.95995
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1219,"SongCongHub","Sông Công Hub","Phường Tân Lập - Thành Phố Thái Nguyên - Tỉnh Thái Nguyên","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1207,"SonLa","Sơn La","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1144,"TayNinh","Tây Ninh","Tây ninh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1198,"TienGiang","Tiền Giang ","Tiên Giang","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1109,"TuyenQuang","Tuyên Quang","Tuyên Quang","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1254,"HuongThuy","TX.Hương Thủy_TTH","hương thủy","",16.42204,107.67037
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1253,"HuongTra","TX.Hương Trà_TTH","hương trà","",16.52392,107.47578
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1107,"ThaiBinh","Thái Bình","Thái Bình","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1159,"ThaiNguyen","Thái Nguyên","Thái Nguyên","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1132,"ThanhHoa","Thanh Hoá","Thanh Hoá","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1104,"HaiPhong","Thành Phố Hải Phòng","hải phòng","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1265,"SonTay","Thị Xã Sơn Tây","Sơn Tây","",37.87353,112.5624
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1102,"ThuaThienHue","Thừa Thiên Huế","huế","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1177,"TraVinh","Trà Vinh","Trà Vinh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1047,"1047","Trụ sở chính F1","100/50 Thiên Phước, Phường 9, Tân Bình, Hồ Chí Minh","",0,0
"Khánh Hòa","Huyện Cam Lâm","Xã Cam Thành Bắc",2280,"2280","Bưu Cục Cam Lâm-Khánh Hòa","Thôn suối cam, Cam Thành bắc, Cam Lâm, Khánh Hòa (Thôn Lam Sơn)","",12.03136,109.178903
"Long An","Huyện Cần Đước","Thị trấn Cần Đước",2278,"2278","Bưu Cục Cần Đước-Long An","Quốc lộ 50, Khu 1B, Thị trấn Cần Đước, Huyện Cần Đước, Long An","",10.5118799,106.6040482
"Thanh Hóa","Huyện Hậu Lộc","Xã Đồng Lộc",2284,"2284","Bưu Cục Hà Trung-Thanh Hóa","Thôn 4, xã Đồng Lộc, Huyện Hậu Lộc, Thanh Hóa","",19.974466,105.8575195
"Thanh Hóa","Huyện Hậu Lộc","Xã Châu Lộc",2282,"2282","Bưu Cục Hậu Lộc-Thanh Hóa","Thôn Châu Tử, Xã Châu Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa","",19.9546338,105.8096102
"Long An","Thị xã Kiến Tường","Phường 1",2277,"2277","Bưu Cục Kiến Tường-Long An","Phường 1, Thị Xã Kiến Tường, Long An","",10.7716823,105.9347159
"Thanh Hóa","Huyện Thọ Xuân","Xã Nam Giang",2285,"2285","Bưu Cục Thọ Xuân-Thanh Hóa","Thôn 4, Xã Tây Hồ, Huyện Thọ Xuân, Tỉnh Thanh Hóa","",19.9144099,105.5391986
"Nghệ An","Huyện Anh Sơn","Thị trấn Anh Sơn",2303,"2303","Bưu Cục Anh Sơn-Nghệ An","Xã Vĩnh Sơn, Huyện Anh Sơn, Tỉnh Nghệ An","",18.9287336,105.0916635
"Hà Tĩnh","Huyện Hương Sơn","Thị trấn Phố Châu",2302,"2302","Bưu Cục 85 Trần Kim Xuyến-Hương Sơn-Hà Tĩnh","85 Trần Kim Xuyến, khối 13, Thị Trấn Phố Châu, huyện Hương Sơn, tỉnh Hà Tĩnh","",18.5036839,105.424919
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1252,"1252","H.Định Quán_ĐN_Test","","",0,0
"Gia Lai","Thành phố Pleiku","Phường Diên Hồng",1071,"1071","Bưu Cục 63 Nguyễn Thiếp-Pleiku-Gia Lai","63 Nguyễn Thiếp , Phường Diên Hồng , Thành phố.Pleiku , Gia Lai","",10.769619,106.663969
"Ninh Thuận","Thành phố Phan Rang – Tháp Chàm","Phường Phước Mỹ",1192,"1192","Bưu Cục Phan Rang-Ninh Thuận","số 1 Lương Văn Can , P.Phước Mỹ , TP.Phan Rang,Tháp Chàm , Ninh Thuận","nguyenduylong041083@gmail.com",11.586091,108.968657
"Bình Thuận","Huyện Hàm Thuận Bắc","Xã Hàm Thắng",1194,"1194","Bưu Cục Phan Thiết-Bình Thuận","KDC Lại An Viên,thôn Thắng Thuận, xã Hàm Thắng Huyện Hàm Thuận Bắc","duyph@ghn.vn",10.955996,108.1155142
"Thừa Thiên - Huế","Huyện Phong Điền","Xã Phong An",1497,"1497","Bưu Cục Phong Điền-Huế","chợ An Lỗ,Phong Điền, Thừa Thiên Huế (Thôn Thượng An, xã Phong An, huyện Phong Điền)","",16.5496572,107.4372239
"","","",1323,"1323","Bưu Cục 106 Phạm Văn Đồng-Phổ Yên-Thái Nguyên","Số nhà 106 , Đường Phạm Văn Đồng , xóm Đài 1 , xã Đắc Sơn , Thị xã Phổ Yên , Tỉnh Thái Nguyên","",21.4346382,105.8644136
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1431,"1431","Bưu Cục 290 Lý Thánh Tông-Phú Lộc-Huế","đi về nơi xa","",16.2721126,107.8798105
"Đồng Tháp","Thành phố Sa Đéc","Phường An Hoà",1197,"1197","Bưu Cục 177 Nguyễn Văn Phát-Sa Đéc-Đồng Tháp","177, đường Nguyễn Văn Phát, Thành phố Sa Đéc, tỉnh Đồng Tháp (177 Khóm Tân Bình Phường An Hòa )","",10.2960241,105.7536834
"","","",1277,"1277","Bưu cục Sóc Sơn-Hn","Dược Thượng , Tiên Dược , Sóc Sơn , Hà Nội","",21.258331,105.8396454
"Sóc Trăng","Thành phố Sóc Trăng","Phường 2",1086,"1086","Bưu Cục 680 QL1-TP.Sóc Trăng","680 Quốc lộ 1 Phường 2 Thành phố Sóc Trăng (khóm 7)","",9.599353,105.959133
"Sơn La","Thành phố Sơn La","Phường Quyết Tâm",1208,"1208","Bưu Cục 280 Trần Đăng Ninh-Sơn La-Sơn La 01","280 Trần Đăng Ninh Tổ 8, P Quyết Tâm, TP Sơn La, Tỉnh Sơn La","",21.3105907,103.9272546
"","","",1282,"1282","Bưu Cục 16 Tiền Huân-Sơn Tây-HN","Thôn Tiền Huân, xã viên Sơn, Thị Xã Sơn Tây, TP Hà nội","",21.137899,105.512105
"Ninh Bình","Thị xã Tam Điệp","Phường Trung Sơn",1423,"1423","Bưu Cục Ngô Thì Nhậm-Tam Điệp-Ninh Bình","Thôn 4C, Xã Đông Sơn, Thành phố Tam Điệp, Tỉnh Ninh Bình","",20.1467891,105.9227752
"Quảng Nam","Thành phố Tam Kỳ","Phường An Sơn",1152,"1152","Bưu Cục Lê Anh Xuân-Tam Kỳ-Quảng Nam","Đường Lê Anh Xuân, phường An Sơn, Thành phố Tam Kỳ, Quảng Nam ( Lô M7)","",15.555202,108.492296
"Long An","Thành phố Tân An","Phường 2",1182,"1182","Bưu Cục 45/2b Quốc Lộ 62-Tân An-Long An 01","452b Quốc Lộ 62 phường 2 Tân An Long An","",10.541498,106.4062002
"Hồ Chí Minh","Quận Tân Bình","Phường 2",1416,"1416","Bưu Cục 3/38 Bạch Đằng-Q.Tân Bình-HCM","338 Bạch Đằng, Phường 2, Quận Tân Bình, TP.Hồ Chí Minh","",10.7695031,106.6635521
"An Giang","Huyện Tân Châu","Phường Long Thạnh",1409,"1409","Bưu Cục Tân Châu-An Giang","Đường Trần Phú ,phường long thạnh,Thị xã tân châu, An Giang (khóm Long Thạnh B)","",10.7957926,105.2376957
"Kiên Giang","Huyện Tân Hiệp","Thị trấn Tân Hiệp",1424,"1424","Bưu Cục Tân Hiệp-Kiên Giang","số cũ 64 (số mới 184) Khóm A, TT.Tân Hiệp, H. Tân Hiệp, tỉnh Kiên Giang","",10.116216,105.28415
"Hòa Bình","Huyện Tân Lạc","Xã Mãn Đức",1509,"1509","Bưu Cục Tân Lạc-Hòa Bình","Xóm Thanh Định, thị trấn Mãn Đức, huyện Tân Lạc, tỉnh Hòa Bình","",20.5981401,105.2878132
"Đồng Nai","Huyện Tân Phú","Xã Trà Cổ",1445,"1445","Bưu Cục Tân Phú-Đồng Nai","Số 37 đường Bè 128, Ấp 4, xã Trà Cổ, H Tân Phú, tỉnh Đồng Nai","",11.259027,107.455536
"Bà Rịa - Vũng Tàu","Thị Xã Phú Mỹ","Xã Tân Phước",1249,"1249","Bưu Cục Phú Mỹ-Bà Rịa Vũng Tàu","Lô C25, Phường Tân Phước, TX. Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu (C28)","",10.5773231,107.0546696
"Bình Dương","Thị xã Tân Uyên","Phường Uyên Hưng",1246,"1246","Bưu Cục Uyên Hưng-Tân Uyên-Bình Dương","Tổ 4, khu 8, Phường Uyên Hưng,Thị xã.Tân Uyên, Bình Dương (KP7, Uyên Hưng)","",11.057141,106.774394
"","","",1305,"1305","Bưu Cục 464 Âu Cơ-Q.Tây Hồ-HN","464 Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","",21.081618,105.820668
"Tây Ninh","Thành phố Tây Ninh","Phường Hiệp Ninh",1145,"1145","Bưu Cục 74/15 Huỳnh Tấn Phát-TP.Tây Ninh","Khu phố Hiệp Bình, phường Hiệp Ninh, TP.Tây Ninh, tỉnh Tây Ninh","",11.307567,106.119846
"Thái Bình","Huyện Tiền Hải","Thị trấn Tiền Hải",1517,"1517","Bưu Cục 126 Nguyễn Công Trứ-Tiền Hải-Thái Bình","Số nhà 126, đường Nguyễn Công Trứ, Khu 4, Thị trấn Tiền Hải, huyện Tiền Hải, Tỉnh Thái Bình","",20.4065919,106.5069909
"Thanh Hóa","Huyện Tĩnh Gia","Xã Hải Hòa",1317,"1317","Bưu Cục Tĩnh Gia-Thanh Hóa","Thôn Đức Thành, Xã Ninh Hải, Huyện Tĩnh Gia, Tỉnh Thanh Hóa","",19.4669341,105.788506
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1368,"TuyPhongBT","Kho giao nhận Tuy Phong_Bình Thuận","1","",10.79641,106.6644
"Tuyên Quang","Thành phố Tuyên Quang","Phường Phan Thiết",1115,"1115","Bưu Cục Hồng Thái-TP.Tuyên Quang","Cạnh số 54 Phố Hồng Thái ,tổ 17 phường Phan Thiết Thành phố Tuyên Quang , Tuyên Quang","",21.8228231,105.2026534
"Bắc Ninh","Thị xã Từ Sơn","Phường Đồng Nguyên",1298,"1298","Bưu Cục Từ Sơn-Bắc Ninh","Lô 2, Khu đất mới Tam Lư, Xã Đồng Nguyên, Huyện Từ Sơn, Tỉnh Bắc Ninh","",21.1227512,105.9757103
"","","",1278,"1278","Bưu Cục 173 Đồng Cam-Thạch Thất-HN","173 Đồng Cam, thị trấn Liên Quan, huyện Thạch Thất, TP Hà Nội","",21.052595,105.581264
"Thái Bình","Thành phố Thái Bình","Xã Vũ Chính",1113,"1113","Bưu Cục 02 Lý Thái Tổ-TP.Thái Bình","thôn Vũ Trường, xã Vũ Chính, thành phố Thái Bình","",20.4378591,106.3260515
"Nghệ An","Huyện Nghĩa Đàn","Xã Nghĩa Liên",1402,"1402","Bưu Cục Nghĩa Đàn-Nghệ An","Xóm Liên Hiệp 2, Xã Nghĩa Thành, Huyện Nghĩa Đàn, Tỉnh Nghệ An","",19.3260537,105.3540385
"Thái Nguyên","Thành phố Thái Nguyên","Phường Gia Sàng",1165,"1165","Bưu Cục 83 Thanh Niên Xung Phong-TP.Thái Nguyên","83 Thanh Niên Xung Phong, tổ 11, P. Gia Sàng, TP. Thái Nguyên","",21.5675816,105.8483287
"Thái Bình","Huyện Thái Thụy","Xã Thụy Sơn",1516,"1516","Bưu Cục Thái Thụy-Thái Bình","Thôn Thượng Phúc, xã Thụy Sơn, Huyện Thái Thụy, Tỉnh Thái Bình","",20.5584715,106.5056295
"Thanh Hóa","Thành phố Thanh Hóa","Phường Đông Sơn",1133,"1133","Bưu Cục Đại Lộ CSEDP-TP.Thanh Hóa","29 Yết Kiêu, phường Đông Sơn, thành phố Thanh Hoá, tỉnh Thanh Hóa","",19.7904704,105.7977769
